Model,AUROC_Clear,AUROC_Noisy_0.1,Train_Time_s
Isolation Forest,0.9544095573968541,0.7757098814630188,0.5800034999847412
Autoencoder,0.9777516260509841,0.9707689783488108,5.158977508544922
