Model,AUROC_Clear,AUROC_Noisy_0.1,Train_Time_s
Isolation Forest,0.9544095573968541,0.7713416093252347,0.5986902713775635
Autoencoder,0.9792545029104177,0.9746064910857017,5.098104238510132
