Model,AUROC_Clear,AUROC_Noisy_0.1,Train_Time_s
Isolation Forest,0.9544095573968541,0.7823954144904632,0.6000077724456787
Autoencoder,0.9803237439290029,0.9776656329700903,4.995076656341553
